Date,Product Category,Units Sold,Revenue,Region,Customer Age,Customer Gender,Timestamp
2023-08-29,Home & Kitchen,4,459.5956660542855,West,32.0,Female,2023-08-29 19:57:28
2023-09-29,Electronics,30,1957.7929185103526,South,18.0,Female,2023-09-29 13:32:34
2023-02-28,Electronics,95,,South,33.0,Male,2023-02-28 08:36:48
2023-10-14,Clothing,46,6083.730140588249,East,38.0,Female,2023-10-14 04:25:21
2023-07-21,Electronics,27,292.1444280270498,South,19.0,Female,2023-07-21 08:04:39
2023-02-01,Books,45,5379.775908869786,East,20.0,Female,2023-02-01 18:56:57
2023-06-11,Books,85,2143.982567199418,South,32.0,Male,2023-06-11 01:22:50
2023-09-12,Books,37,4887.75462976455,South,,Male,2023-09-12 08:12:10
2023-09-11,Sports,9,1567.4363580833303,South,67.0,Female,2023-09-11 00:00:19
2023-01-09,Books,61,8722.15076858937,West,64.0,Male,2023-01-09 22:58:32
2023-05-19,Electronics,35,16126.920702124044,West,44.0,Male,2023-05-19 06:33:26
2023-01-10,Electronics,47,5825.233778283105,West,53.0,Male,2023-01-10 09:47:22
2023-08-02,Books,21,5020.933326386662,East,,Female,2023-08-02 23:18:12
2023-09-30,Home & Kitchen,17,8145.371856720911,East,56.0,Male,2023-09-30 18:40:49
2023-11-20,Home & Kitchen,55,24244.426292427488,West,41.0,Male,2023-11-20 12:31:50
2023-02-17,Home & Kitchen,88,14215.225421852669,East,69.0,Female,2023-02-17 04:48:12
2023-04-21,Clothing,95,16148.12323027017,West,68.0,Female,2023-04-21 04:53:04
2023-06-02,Sports,6,1804.3884433777826,North,25.0,Male,2023-06-02 19:11:28
2023-05-03,Books,35,16091.347890435043,West,24.0,Female,2023-05-03 06:34:35
2023-12-23,Clothing,50,744.9949886671812,North,,Male,2023-12-23 08:59:53
2023-04-12,Home & Kitchen,37,7497.261832317336,South,47.0,,2023-04-12 14:27:39
2023-08-29,Books,13,5543.069848127367,East,27.0,Male,2023-08-29 04:15:28
2023-11-17,Clothing,25,5278.257235238005,East,42.0,Female,2023-11-17 02:55:06
2023-07-10,Electronics,96,34831.38133034594,West,59.0,Male,2023-07-10 16:53:13
2023-08-05,Home & Kitchen,1,349.0432021819791,South,64.0,Male,2023-08-05 09:50:46
2023-02-20,Clothing,49,5423.063618225118,South,49.0,,2023-02-20 10:17:49
2023-10-19,Electronics,35,8060.545749893762,South,,Male,2023-10-19 15:53:07
2023-03-22,Home & Kitchen,83,23856.81361009137,South,67.0,Female,2023-03-22 03:54:16
2023-03-29,Sports,53,19110.57242828901,East,49.0,Male,2023-03-29 23:53:55
2023-07-13,Home & Kitchen,52,21474.48781253317,West,27.0,,2023-07-13 23:20:39
2023-04-14,Sports,54,20647.832767544794,West,26.0,Female,2023-04-14 08:48:32
2023-09-28,Sports,76,1814.3190454259711,North,42.0,Female,2023-09-28 11:15:30
2023-04-06,Sports,47,15914.789492086355,East,42.0,Male,2023-04-06 03:55:27
2023-07-17,Books,43,10908.436823439033,North,58.0,Female,2023-07-17 19:08:16
2023-01-01,Books,20,5823.845011365151,South,33.0,Male,2023-01-01 19:59:26
2023-06-16,Sports,33,6360.86366010083,West,66.0,Female,2023-06-16 12:12:34
2023-05-06,Electronics,93,33468.17459872528,North,33.0,Female,2023-05-06 13:43:19
2023-11-09,Sports,16,5443.285935014004,East,47.0,Male,2023-11-09 11:27:57
2023-03-22,Clothing,78,22927.97332126229,West,55.0,Male,2023-03-22 01:23:55
2023-09-08,Sports,7,3025.306976781349,East,22.0,Male,2023-09-08 04:45:00
2023-06-18,Books,70,4195.170853783232,West,24.0,,2023-06-18 10:59:49
2023-03-14,Books,21,3307.529509219719,East,30.0,Male,2023-03-14 01:38:56
2023-05-21,Clothing,36,9094.100524177884,East,25.0,Female,2023-05-21 05:28:42
2023-03-11,Clothing,86,,West,50.0,Female,2023-03-11 09:10:50
2023-09-19,Home & Kitchen,54,,East,27.0,Female,2023-09-19 21:45:08
2023-12-06,Electronics,19,3328.1914317588335,East,69.0,Female,2023-12-06 08:07:21
2023-11-04,Electronics,25,11592.159283142886,South,37.0,Male,2023-11-04 02:36:48
2023-09-02,Electronics,67,30149.61863935603,West,49.0,Female,2023-09-02 00:42:54
2023-01-03,Books,53,23000.42747127643,North,46.0,Female,2023-01-03 22:44:58
2023-12-03,Electronics,98,15788.909697186456,West,18.0,Female,2023-12-03 12:19:36
2023-03-04,Home & Kitchen,75,31871.21490584945,West,44.0,Female,2023-03-04 23:40:48
2023-02-18,Home & Kitchen,48,12365.582967792008,South,37.0,Male,2023-02-18 15:47:30
2023-03-17,Electronics,42,13175.04861039182,North,31.0,Male,2023-03-17 06:01:27
2023-06-24,Clothing,47,,North,32.0,Female,2023-06-24 16:58:39
2023-04-19,Home & Kitchen,91,32420.58870690272,North,23.0,Female,2023-04-19 09:36:33
2023-07-02,Clothing,42,7164.006405581056,East,69.0,Female,2023-07-02 01:00:47
2023-07-11,Books,2,357.0028175982385,East,19.0,Female,2023-07-11 10:51:39
2023-03-06,Home & Kitchen,6,1932.2424977151118,East,46.0,Male,2023-03-06 10:42:46
2023-12-03,Clothing,46,5865.811525803558,North,56.0,Female,2023-12-03 10:43:56
2023-09-28,Electronics,66,7918.348309769708,West,49.0,Male,2023-09-28 09:10:55
2023-04-10,Books,81,15462.077191638318,West,69.0,Female,2023-04-10 02:34:26
2023-02-01,Sports,40,15650.047051160978,North,68.0,Male,2023-02-01 04:12:09
2023-12-18,Sports,58,6965.463834374702,North,22.0,,2023-12-18 06:07:52
2023-05-08,Electronics,78,30871.308886960618,South,39.0,Male,2023-05-08 10:34:35
2023-12-05,Books,74,25962.647349993837,East,45.0,Male,2023-12-05 09:43:18
2023-02-12,Books,33,11310.721667202317,East,49.0,Male,2023-02-12 07:19:33
2023-03-19,Books,62,15043.07736741341,East,46.0,Female,2023-03-19 17:12:22
2023-11-10,Books,12,4505.820460152985,South,57.0,Female,2023-11-10 07:32:22
2023-10-16,Sports,96,1595.9582256864692,South,20.0,Male,2023-10-16 17:02:57
2023-09-27,Clothing,49,,South,48.0,Male,2023-09-27 14:49:25
2023-06-11,Books,88,30164.407440082883,North,30.0,Female,2023-06-11 05:47:10
2023-07-08,Clothing,78,,South,23.0,Female,2023-07-08 21:47:34
2023-09-04,Books,5,56.16013565647607,West,38.0,Male,2023-09-04 16:52:49
2023-08-04,Home & Kitchen,51,13254.206903192358,North,31.0,Female,2023-08-04 13:42:41
2023-11-11,Home & Kitchen,69,31924.90966574179,North,42.0,Male,2023-11-11 06:02:16
2023-12-05,Home & Kitchen,32,13860.297553925444,East,24.0,Female,2023-12-05 01:10:19
2023-06-17,Books,49,1045.500036053658,East,60.0,Female,2023-06-17 11:05:14
2023-12-05,Clothing,97,26139.89779297807,South,,Male,2023-12-05 04:42:53
2023-07-12,Sports,60,726.0407816578467,West,49.0,Female,2023-07-12 11:24:52
2023-10-10,Electronics,46,18257.019333157743,North,58.0,Female,2023-10-10 03:28:22
2023-12-02,Sports,68,10971.709738417001,North,49.0,Female,2023-12-02 10:10:07
2023-01-13,Books,94,36203.10588781819,North,59.0,,2023-01-13 10:31:28
2023-08-28,Home & Kitchen,41,19390.89823482476,East,69.0,Male,2023-08-28 02:22:11
2023-11-16,Home & Kitchen,81,39550.81579941784,East,,Female,2023-11-16 14:34:18
2023-05-27,Clothing,67,30023.670068229316,West,34.0,Male,2023-05-27 07:34:20
2023-07-23,Books,13,1430.3937967245345,East,57.0,,2023-07-23 18:39:32
2023-03-21,Sports,18,1896.3734987649327,West,55.0,Male,2023-03-21 07:19:37
2023-02-12,Books,87,27547.01985393989,East,38.0,Male,2023-02-12 10:01:26
2023-03-30,Books,99,27382.04412584931,West,43.0,Female,2023-03-30 18:00:18
2023-05-28,Home & Kitchen,97,1423.1799087981108,East,60.0,Female,2023-05-28 19:34:28
2023-04-05,Sports,51,10299.266505271717,East,20.0,Female,2023-04-05 12:49:16
2023-05-31,Electronics,36,16354.029337322972,South,55.0,Male,2023-05-31 19:33:43
2023-01-02,Home & Kitchen,81,36465.86946092932,South,34.0,Female,2023-01-02 21:30:23
2023-01-22,Sports,34,3737.0886890399406,South,56.0,Female,2023-01-22 16:03:38
2023-11-09,Clothing,12,2365.9428466446934,West,23.0,Female,2023-11-09 00:39:19
2023-11-24,Home & Kitchen,5,1422.8967269404025,West,,Male,2023-11-24 14:36:41
2023-01-07,Clothing,48,20537.48591496912,West,,Male,2023-01-07 18:50:11
2023-07-25,Home & Kitchen,91,24631.63204577172,West,63.0,,2023-07-25 08:44:26
2023-04-24,Books,40,19376.716324275483,South,68.0,Female,2023-04-24 02:46:59
2023-09-29,Sports,13,5219.962118982847,North,57.0,Female,2023-09-29 17:30:31
2023-03-24,Clothing,26,12402.390461747644,East,30.0,Male,2023-03-24 16:08:43
2023-06-28,Home & Kitchen,14,5158.036618061715,East,69.0,Female,2023-06-28 00:58:49
2023-07-29,Clothing,96,42243.43951561341,West,26.0,Male,2023-07-29 22:40:19
2023-11-24,Home & Kitchen,11,4589.110440916609,South,22.0,Male,2023-11-24 02:34:37
2023-05-04,Home & Kitchen,38,5106.472530019803,North,60.0,Male,2023-05-04 06:23:52
2023-04-23,Electronics,80,9797.827799407334,South,24.0,Male,2023-04-23 09:30:39
2023-01-12,Electronics,57,24712.22907300651,East,,Male,2023-01-12 22:11:39
2023-05-06,Electronics,22,1132.8260104690812,West,61.0,Female,2023-05-06 04:24:16
2023-02-22,Clothing,16,3363.138660845898,West,61.0,Female,2023-02-22 15:15:39
2023-11-27,Books,77,31733.417672874144,South,55.0,,2023-11-27 19:34:49
2023-10-10,Home & Kitchen,76,31045.0327177653,West,48.0,Female,2023-10-10 02:09:22
2023-05-20,Sports,82,6396.293333133231,North,21.0,Male,2023-05-20 16:37:35
2023-04-07,Electronics,29,7220.356270180945,East,30.0,Female,2023-04-07 17:42:27
2023-01-05,Clothing,82,20099.665941495758,North,61.0,Male,2023-01-05 08:30:52
2023-02-26,Clothing,2,337.2470233904341,South,32.0,Female,2023-02-26 14:27:52
2023-11-30,Clothing,54,24808.613098402348,East,57.0,Male,2023-11-30 05:22:33
2023-03-10,Sports,2,660.0552597656172,North,30.0,Male,2023-03-10 13:40:59
2023-04-28,Sports,3,1470.8756100712249,North,60.0,Male,2023-04-28 00:57:01
2023-02-28,Electronics,93,3972.536227375399,North,60.0,Male,2023-02-28 03:07:15
2023-02-02,Sports,56,11380.968744675967,East,60.0,Male,2023-02-02 07:17:46
2023-11-14,Electronics,72,30183.65319084604,East,43.0,Female,2023-11-14 01:20:39
2023-02-19,Sports,11,2388.275757053538,West,36.0,Male,2023-02-19 00:42:08
2023-01-19,Sports,76,10512.337727093392,South,66.0,Female,2023-01-19 08:52:33
2023-08-02,Sports,32,15965.62229489224,West,18.0,Male,2023-08-02 06:27:05
2023-07-16,Electronics,4,1751.324783816535,South,30.0,Male,2023-07-16 10:45:39
2023-02-16,Home & Kitchen,9,2499.948846330568,East,42.0,Female,2023-02-16 03:43:46
2023-06-16,Electronics,88,25100.902266953715,North,37.0,Male,2023-06-16 12:20:48
2023-10-16,Home & Kitchen,56,748.3196385252047,West,58.0,Male,2023-10-16 22:25:34
2023-05-21,Clothing,16,7850.997514123597,East,40.0,Male,2023-05-21 13:23:48
2023-03-25,Clothing,81,32811.85497610834,East,41.0,Male,2023-03-25 17:27:20
2023-07-01,Electronics,86,2407.77521121066,East,60.0,Male,2023-07-01 12:28:02
2023-03-20,Home & Kitchen,71,6844.527385217054,West,58.0,Male,2023-03-20 18:01:04
2023-08-03,Home & Kitchen,10,,East,66.0,Female,2023-08-03 07:33:36
2023-01-14,Home & Kitchen,93,4888.463034753248,South,56.0,Male,2023-01-14 23:20:00
2023-08-03,Clothing,36,16973.100233268764,South,57.0,Female,2023-08-03 15:14:43
2023-05-08,Electronics,24,11998.718890891352,North,47.0,Male,2023-05-08 17:26:28
2023-11-06,Books,64,28438.532908437966,West,51.0,,2023-11-06 07:10:49
2023-09-05,Home & Kitchen,56,20835.52546797026,West,63.0,Female,2023-09-05 16:05:02
2023-01-29,Home & Kitchen,78,19403.931461670512,West,27.0,Female,2023-01-29 14:45:18
2023-10-07,Books,78,3930.4584079966185,West,58.0,Male,2023-10-07 16:41:16
2023-12-04,Electronics,89,32744.760170638427,West,18.0,Female,2023-12-04 21:07:38
2023-11-15,Home & Kitchen,22,,East,29.0,Male,2023-11-15 23:21:42
2023-07-21,Electronics,52,15049.425521617266,East,,Male,2023-07-21 00:08:45
2023-12-27,Home & Kitchen,50,7688.06666546989,South,68.0,Male,2023-12-27 12:45:55
2023-02-26,Sports,47,,West,46.0,Female,2023-02-26 20:56:17
2023-08-06,Home & Kitchen,23,3884.8267239449838,West,28.0,,2023-08-06 11:53:51
2023-03-03,Sports,96,39242.47022138106,West,58.0,,2023-03-03 06:04:10
2023-06-06,Electronics,90,19708.27692103659,South,,Female,2023-06-06 01:15:17
2023-07-21,Home & Kitchen,91,14809.055794410026,West,,Male,2023-07-21 07:21:55
2023-01-17,Clothing,76,16883.817594518052,West,,Female,2023-01-17 09:57:19
2023-11-18,Clothing,83,2143.127173042866,East,23.0,Female,2023-11-18 08:41:17
2023-01-06,Books,19,8481.525873011216,South,37.0,Female,2023-01-06 22:47:46
2023-02-27,Clothing,52,14578.88452757206,East,27.0,Male,2023-02-27 07:31:09
2023-11-21,Sports,34,2086.4049438302814,North,27.0,Male,2023-11-21 23:46:55
2023-11-14,Clothing,96,14526.662078887322,West,48.0,Male,2023-11-14 14:35:07
2023-06-18,Clothing,29,14266.284561553177,North,43.0,Female,2023-06-18 09:37:23
2023-03-23,Clothing,61,18336.486475213263,West,34.0,Male,2023-03-23 04:22:56
2023-08-07,Home & Kitchen,85,12987.013539378562,North,31.0,Male,2023-08-07 21:31:58
2023-06-26,Books,35,7661.828092426799,East,22.0,Male,2023-06-26 20:37:35
2023-07-23,Electronics,5,683.2632096165705,South,20.0,Female,2023-07-23 11:24:46
2023-03-12,Books,76,1944.3905351316548,North,60.0,Female,2023-03-12 15:26:21
2023-09-23,Sports,7,2958.1630102815457,East,68.0,Male,2023-09-23 17:02:16
2023-04-08,Home & Kitchen,41,6285.895911913639,North,37.0,Male,2023-04-08 08:33:17
2023-12-11,Home & Kitchen,2,,North,68.0,Male,2023-12-11 04:25:04
2023-10-18,Clothing,89,21759.8736793942,South,63.0,,2023-10-18 11:59:24
2023-07-27,Clothing,10,996.1837210433732,East,32.0,,2023-07-27 15:58:28
2023-01-02,Sports,44,17728.28902549244,South,20.0,Female,2023-01-02 15:04:39
2023-05-04,Home & Kitchen,70,13634.923800213752,West,20.0,Male,2023-05-04 04:11:44
2023-10-07,Electronics,91,32467.644484297205,South,40.0,Male,2023-10-07 21:08:14
2023-03-15,Books,35,,South,26.0,Male,2023-03-15 01:37:27
2023-06-15,Home & Kitchen,62,29875.504239726273,North,28.0,Female,2023-06-15 12:05:14
2023-01-22,Electronics,74,3851.634951577133,North,64.0,Female,2023-01-22 16:41:36
2023-06-03,Electronics,73,,North,66.0,Male,2023-06-03 00:11:25
2023-10-22,Books,20,5574.564818919985,East,61.0,Female,2023-10-22 03:40:26
2023-08-07,Electronics,35,4881.732496156253,South,66.0,Female,2023-08-07 20:03:21
2023-06-06,Sports,37,8874.815448051038,West,58.0,Female,2023-06-06 23:03:25
2023-08-18,Electronics,72,3283.398482867471,North,30.0,Male,2023-08-18 14:12:02
2023-01-20,Sports,54,13812.046174977098,West,25.0,Male,2023-01-20 23:45:48
2023-02-10,Electronics,95,6762.030655442435,South,39.0,Male,2023-02-10 07:52:40
2023-05-28,Clothing,80,,South,55.0,Male,2023-05-28 11:49:59
2023-04-18,Electronics,28,10700.158932172188,South,44.0,Male,2023-04-18 18:42:52
2023-03-25,Sports,70,3240.7237328514057,West,43.0,Female,2023-03-25 19:47:32
2023-11-18,Electronics,32,13433.973562134008,West,40.0,Female,2023-11-18 12:15:26
2023-11-05,Electronics,92,15569.128838501987,West,56.0,Female,2023-11-05 12:25:37
2023-10-17,Electronics,11,2011.9140141088137,South,48.0,Male,2023-10-17 04:54:10
2023-11-19,Sports,42,4120.357557891337,South,46.0,Female,2023-11-19 00:03:44
2023-05-14,Electronics,23,9643.877449220226,North,18.0,Male,2023-05-14 22:44:16
2023-07-26,Books,30,6249.174728571845,East,27.0,Male,2023-07-26 18:48:16
2023-10-10,Books,9,305.3661897001834,West,64.0,Female,2023-10-10 12:08:18
2023-09-23,Sports,92,44478.53322240343,East,63.0,Female,2023-09-23 00:03:19
2023-03-14,Clothing,88,,West,21.0,Male,2023-03-14 23:15:58
2023-12-18,Books,59,27654.885104276105,West,48.0,Female,2023-12-18 15:53:57
2023-02-17,Home & Kitchen,28,4412.990335513554,East,21.0,Female,2023-02-17 17:53:32
2023-11-22,Books,88,36731.11476338268,East,46.0,Female,2023-11-22 09:28:07
2023-08-21,Home & Kitchen,79,26501.936553095275,West,26.0,Male,2023-08-21 14:24:02
2023-04-10,Sports,33,14256.953095271261,South,32.0,Male,2023-04-10 13:29:20
2023-02-28,Clothing,47,22949.997233767725,North,61.0,Female,2023-02-28 19:42:16
2023-09-15,Home & Kitchen,98,42828.64647958655,West,58.0,Female,2023-09-15 04:28:01
2023-03-06,Home & Kitchen,22,4571.510440970222,North,20.0,Male,2023-03-06 19:56:43
2023-03-24,Books,29,11864.094472046261,South,32.0,Male,2023-03-24 13:57:49
2023-06-03,Home & Kitchen,34,12196.102499716171,South,28.0,Male,2023-06-03 22:29:44
2023-09-23,Sports,42,1687.8035457154274,North,23.0,Male,2023-09-23 20:06:57
2023-11-05,Sports,52,24210.287290354663,West,64.0,Female,2023-11-05 22:29:43
2023-03-20,Sports,47,11201.083940165921,North,24.0,Male,2023-03-20 20:59:27
2023-11-11,Books,74,5615.177512146239,West,68.0,Male,2023-11-11 04:18:39
2023-05-30,Clothing,51,11140.198648981668,East,63.0,Female,2023-05-30 01:57:22
2023-02-17,Books,45,13749.26445492858,West,21.0,Female,2023-02-17 17:36:44
2023-09-05,Sports,94,27329.898521364878,East,38.0,Female,2023-09-05 08:42:00
2023-10-05,Books,75,21873.666519396633,East,,Male,2023-10-05 05:17:32
2023-12-22,Sports,34,4602.282457307883,North,40.0,Male,2023-12-22 05:28:23
2023-04-08,Electronics,21,6720.508204544035,East,30.0,Female,2023-04-08 09:36:50
2023-01-25,Electronics,13,5910.2324911637115,North,60.0,Male,2023-01-25 08:33:20
2023-10-11,Home & Kitchen,54,10824.127405755356,North,45.0,,2023-10-11 22:08:56
2023-10-28,Clothing,25,7974.608462096345,South,46.0,Male,2023-10-28 13:30:53
2023-03-09,Electronics,21,2720.6263021045634,North,35.0,Female,2023-03-09 23:40:17
2023-01-07,Sports,1,33.6576998924639,South,40.0,Female,2023-01-07 22:42:23
2023-11-01,Books,58,17226.485362589494,South,45.0,Male,2023-11-01 19:38:07
2023-05-17,Books,69,2297.6588118824866,North,26.0,Male,2023-05-17 09:43:05
2023-06-13,Home & Kitchen,86,31351.854829948745,West,60.0,Male,2023-06-13 12:41:29
2023-03-24,Books,71,24031.57035652337,West,23.0,Male,2023-03-24 19:19:43
2023-05-18,Electronics,13,2482.600370401379,North,33.0,Male,2023-05-18 01:57:58
2023-03-14,Books,52,10999.671993830578,East,54.0,Female,2023-03-14 12:59:43
2023-08-25,Electronics,23,10573.16575409917,North,18.0,Female,2023-08-25 12:17:38
2023-02-15,Electronics,21,345.14500663231564,East,,Male,2023-02-15 01:22:04
2023-04-16,Clothing,6,1716.1119396195966,West,63.0,Female,2023-04-16 12:45:01
2023-10-15,Home & Kitchen,20,9248.93903219774,East,40.0,Male,2023-10-15 05:22:12
2023-09-19,Sports,76,34796.88510693978,North,38.0,Male,2023-09-19 20:21:00
2023-06-25,Electronics,40,11859.252970963973,East,68.0,Male,2023-06-25 17:26:09
2023-06-15,Home & Kitchen,9,1771.224295191327,South,,Female,2023-06-15 15:28:10
2023-05-25,Sports,50,,South,55.0,Female,2023-05-25 01:21:41
2023-11-26,Books,28,2664.3192763054485,North,,Female,2023-11-26 16:54:15
2023-10-10,Home & Kitchen,11,3773.439384547735,North,61.0,Female,2023-10-10 01:40:50
2023-02-23,Home & Kitchen,96,1742.4673024114786,North,44.0,Female,2023-02-23 13:21:04
2023-06-27,Home & Kitchen,75,33218.09493299336,West,56.0,Female,2023-06-27 09:44:37
2023-09-01,Books,88,26231.734352690495,West,59.0,Male,2023-09-01 11:51:03
2023-12-07,Books,56,1798.8244125451283,West,59.0,Male,2023-12-07 11:01:18
2023-05-07,Home & Kitchen,79,10071.396835618096,South,30.0,Male,2023-05-07 03:50:48
2023-09-28,Clothing,35,10540.545616235277,East,49.0,Male,2023-09-28 02:09:20
2023-05-12,Electronics,81,2223.014226100062,South,24.0,Female,2023-05-12 01:07:25
2023-04-03,Books,25,9804.845673982589,East,68.0,Female,2023-04-03 03:13:06
2023-03-14,Clothing,99,45615.41946195256,East,,Male,2023-03-14 03:00:19
2023-09-05,Books,19,9138.961861641037,North,64.0,Female,2023-09-05 04:13:41
2023-12-14,Home & Kitchen,31,11454.283960418978,North,63.0,Female,2023-12-14 11:55:26
2023-09-30,Clothing,81,34817.402937620434,West,30.0,Female,2023-09-30 13:00:11
2023-02-12,Sports,50,15462.33282707854,North,49.0,Female,2023-02-12 09:48:49
2023-02-10,Electronics,87,20417.71641940732,South,24.0,Female,2023-02-10 22:19:47
2023-06-19,Electronics,63,22644.469836600038,South,29.0,Female,2023-06-19 05:18:51
2023-07-31,Books,47,5632.880697969866,South,57.0,,2023-07-31 08:32:48
2023-06-17,Electronics,1,63.794319835819614,North,32.0,Female,2023-06-17 20:47:07
2023-02-08,Sports,58,22231.8047415833,North,66.0,Female,2023-02-08 16:12:20
2023-09-02,Clothing,10,4795.115285630758,East,38.0,Male,2023-09-02 21:50:35
2023-05-31,Clothing,8,2343.718982725852,East,29.0,Male,2023-05-31 19:15:52
2023-04-21,Home & Kitchen,26,6407.58980651274,North,30.0,Male,2023-04-21 09:03:25
2023-02-16,Clothing,34,9243.174492994594,South,57.0,Male,2023-02-16 15:18:44
2023-03-04,Books,19,4644.501556622791,North,,Male,2023-03-04 17:56:07
2023-08-13,Sports,78,17680.894746594044,West,56.0,Male,2023-08-13 09:05:31
2023-03-10,Home & Kitchen,72,34131.41928947839,West,19.0,Male,2023-03-10 21:59:05
2023-10-26,Books,1,245.0839636528417,South,46.0,Male,2023-10-26 01:38:57
2023-10-17,Books,48,2387.5294126487756,West,65.0,Male,2023-10-17 06:18:44
2023-10-23,Books,25,9627.579318610397,North,46.0,Female,2023-10-23 02:37:21
2023-07-22,Electronics,24,4844.764456077077,North,53.0,Female,2023-07-22 10:01:03
2023-03-02,Books,47,16837.27235859679,East,,Male,2023-03-02 02:47:54
2023-11-14,Electronics,84,24695.07484008258,West,24.0,Male,2023-11-14 06:42:10
2023-11-10,Clothing,94,33789.07380107848,West,47.0,Male,2023-11-10 17:09:59
2023-06-10,Electronics,69,2786.0156873763262,West,40.0,Female,2023-06-10 14:42:58
2023-11-27,Books,67,1782.0611831846309,West,68.0,Male,2023-11-27 18:30:03
2023-01-16,Sports,32,6255.532677665894,South,45.0,Female,2023-01-16 18:02:16
2023-12-04,Sports,17,5944.073928056768,South,40.0,Female,2023-12-04 23:13:59
2023-04-04,Clothing,61,7295.870729220163,North,53.0,Female,2023-04-04 02:59:14
2023-10-31,Books,69,15343.27827431456,West,59.0,Female,2023-10-31 09:46:25
2023-05-18,Electronics,11,5396.567322814332,East,46.0,Male,2023-05-18 05:37:42
2023-12-04,Sports,38,4380.964205112973,North,21.0,Male,2023-12-04 15:09:26
2023-02-07,Home & Kitchen,68,28933.476146221838,North,37.0,Male,2023-02-07 13:49:31
2023-05-07,Books,19,,South,22.0,Male,2023-05-07 00:35:14
2023-10-02,Books,87,38868.34365886958,North,63.0,Male,2023-10-02 10:43:48
2023-06-13,Home & Kitchen,17,7793.130724427798,East,28.0,Female,2023-06-13 07:12:00
2023-11-15,Sports,13,3361.629625576102,West,,Female,2023-11-15 00:59:46
2023-03-18,Home & Kitchen,91,31317.427392690723,North,58.0,Male,2023-03-18 09:29:34
2023-06-23,Clothing,1,313.2565468876902,East,61.0,Female,2023-06-23 08:51:14
2023-12-24,Electronics,2,322.76956955824585,South,41.0,Female,2023-12-24 17:01:21
2023-11-17,Electronics,82,12061.86521169614,South,50.0,Male,2023-11-17 07:23:31
2023-04-01,Sports,97,17204.820650386868,West,39.0,Female,2023-04-01 17:44:51
2023-08-26,Home & Kitchen,66,7724.923053128764,North,,Female,2023-08-26 07:13:14
2023-09-21,Books,68,25916.019902419946,East,23.0,Male,2023-09-21 16:09:54
2023-06-28,Books,16,,South,41.0,Female,2023-06-28 05:02:18
2023-07-28,Books,4,1740.8326140026334,East,46.0,Male,2023-07-28 20:22:47
2023-03-14,Clothing,57,6657.075486188469,South,66.0,Female,2023-03-14 13:25:25
2023-04-17,Clothing,73,2587.016387374673,South,,Female,2023-04-17 13:40:16
2023-12-11,Books,85,32382.96122955609,West,64.0,Male,2023-12-11 16:01:22
2023-10-22,Sports,23,4627.709592590104,East,47.0,Female,2023-10-22 06:04:35
2023-10-11,Clothing,2,828.1203638433806,East,63.0,Female,2023-10-11 01:35:53
2023-12-19,Clothing,67,26252.311201933222,East,68.0,Male,2023-12-19 02:36:15
2023-07-01,Electronics,87,27531.239042717698,South,58.0,Female,2023-07-01 10:43:09
2023-02-06,Electronics,26,3513.023119993497,West,20.0,Female,2023-02-06 03:23:34
2023-05-17,Sports,7,426.8426836574042,East,42.0,Male,2023-05-17 14:22:57
2023-12-04,Clothing,44,5887.097909770274,North,45.0,Male,2023-12-04 05:37:17
2023-02-25,Clothing,33,8572.814273736205,East,32.0,Female,2023-02-25 15:39:25
2023-07-06,Home & Kitchen,64,31355.9589161451,South,34.0,Female,2023-07-06 17:33:00
2023-12-07,Sports,36,1483.4429171343265,West,19.0,Male,2023-12-07 04:21:05
2023-09-15,Sports,4,432.1411215992263,East,44.0,Female,2023-09-15 23:16:12
2023-02-27,Home & Kitchen,23,7299.439488193632,East,53.0,Male,2023-02-27 02:06:08
2023-12-29,Home & Kitchen,25,3978.463834671089,East,31.0,Female,2023-12-29 06:07:22
2023-05-03,Electronics,90,38760.039605298894,North,60.0,Male,2023-05-03 05:22:05
2023-07-07,Sports,92,7204.917776917024,South,49.0,,2023-07-07 03:29:57
2023-08-18,Sports,92,44339.14116316408,North,29.0,Male,2023-08-18 02:08:28
2023-06-17,Home & Kitchen,85,38850.414231663344,North,40.0,Male,2023-06-17 04:50:32
2023-04-24,Books,74,32921.80357094875,South,33.0,Female,2023-04-24 04:55:51
2023-09-09,Books,27,2559.703422529995,South,61.0,,2023-09-09 21:02:39
2023-04-17,Electronics,51,8744.108145073582,East,19.0,Male,2023-04-17 21:21:39
2023-02-06,Books,79,31916.588762859847,South,,Male,2023-02-06 07:30:30
2023-12-01,Books,81,32871.902122074265,East,38.0,Male,2023-12-01 16:39:11
2023-04-02,Books,99,35198.059391697985,North,48.0,Female,2023-04-02 05:01:23
2023-01-18,Clothing,69,15838.600304656145,East,,,2023-01-18 18:02:14
2023-12-20,Electronics,80,13014.299410398735,South,42.0,Female,2023-12-20 01:43:20
2023-03-04,Home & Kitchen,23,11082.535940768064,East,52.0,Female,2023-03-04 22:46:50
2023-05-30,Books,9,704.1466102076058,North,52.0,Male,2023-05-30 04:36:17
2023-05-19,Clothing,33,1037.5031657548302,South,62.0,Female,2023-05-19 06:22:01
2023-07-05,Books,35,506.5884178261186,South,24.0,Female,2023-07-05 12:22:07
2023-07-04,Clothing,50,19488.159286025366,West,22.0,Male,2023-07-04 23:56:55
2023-07-24,Electronics,24,906.8525165688562,East,49.0,Female,2023-07-24 08:32:08
